Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Bahrain,BHR,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,-8.91857045,-10.38977114,3.557947772,2.226325715,-7.529268207,-2.097026917,6.589874548,3.267626367,-2.950744059,1.312002572,8.21250103,3.971992306,10.10745847,-2.677217629,1.327763929,1.416876259,0.274508833,1.58517378,0.557402213,0.852697132,-2.348075732,-1.937486192,0.350072344,0.388663246,-0.354026626,-1.226162597,0.192081605,-1.258588804,-3.554572872,-0.356144991,-0.991929406,1.989229927,4.207498841,2.706652046,-0.18730011,-0.359644844,-0.475413149,-3.108049916,-2.631178557,
"Bahamas, The",BHS,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,5.296252203,5.006494752,5.101095255,5.237187219,5.419116807,4.360544762,5.118536916,4.302162997,5.253140019,-8.495584567,-1.010453962,-5.655090057,5.403974264,-18.37444576,-16.50619782,2.997064421,6.833391209,11.69903215,23.37993744,4.165534858,-11.22250853,4.34476101,1.341780262,11.7682825,2.748934595,-0.093563557,1.183662912,0.581468219,4.911888732,-3.320656503,-5.938398218,-5.640766603,-1.557221962,1.362620477,2.76268898,2.831084269,0.861994441,3.548819111,5.882085305,2.755340737,1.076378281,1.021524148,-2.989005042,-0.941028833,1.496735718,0.604841969,-0.464399671,-4.111736706,-5.799261534,0.011342386,-0.683537045,1.950585287,-3.628949396,0.109572728,-0.726544207,0.444173985,2.081110777,1.989701453,0.219421884,
Bosnia and Herzegovina,BIH,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.19061984,92.2015591,35.40952697,15.6536435,9.335994956,5.28001056,4.279462215,5.191462326,3.922984646,6.043001607,8.726415305,5.411400012,5.933333719,5.680997699,-2.528479265,1.694976155,2.181032608,0.724391992,4.151709681,2.911383074,4.674658296,4.462502512,4.240850591,4.601406723,3.391371229,
Belarus,BLR,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.24845545,-9.794676413,-7.80756117,-11.59639581,-10.10994752,3.144020414,11.87348571,8.916745774,3.835822934,6.299636448,5.263892131,5.716082411,7.794917912,12.21261832,10.14976717,10.6755868,9.099459979,10.58130499,0.423651191,7.982069183,5.572385837,1.780361776,0.987444297,1.63497133,-3.982648864,-2.648709831,2.567482608,3.309792107,1.400047931,
Belize,BLZ,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,1.969342153,2.004937561,2.043422663,2.040458056,1.914698841,1.677936409,1.799021034,4.250586943,2.286170371,2.302060191,1.7843343,8.175169414,3.604910794,11.81905552,2.07461353,-1.429803332,5.064605393,6.386237215,5.736547855,11.19399477,-1.203944452,-2.701613182,-4.857412723,-0.905591521,-1.78901675,1.674559946,7.716636365,6.900562251,10.2737511,9.017270339,9.378547145,10.21643066,4.502117964,-1.88350781,-1.913035581,-1.763826933,-0.120485272,-0.178689908,4.80446261,9.214235214,1.507154695,1.810092757,6.474354932,2.104700134,-0.669130816,2.11020087,-2.076491367,0.857275066,-2.275042319,0.507444336,-0.476969671,0.061305658,-0.95854033,1.391470821,0.693388316,-1.943516255,-0.127525438,0.133146835,-1.596915994,
Bermuda,BMU,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,2.149274725,2.003969957,-1.260754717,8.383374233,2.250778443,12.34545455,11.0966736,0.178748759,1.520936744,4.379341589,4.195283883,2.564073979,2.238205024,1.632827387,4.551271534,8.529004074,5.500816287,1.074229338,1.768239125,6.226141898,1.674235543,-5.966959639,1.131648138,-0.396562989,-2.821585923,5.76696525,2.912453111,3.16809012,-0.399432874,-0.79846154,-3.035881311,0.666850861,2.457766009,-0.095696634,3.654762469,1.946947989,3.963723972,3.139628458,2.805721422,8.348324238,6.071369604,-2.116731459,2.736270805,1.655070593,1.018080926,4.94027207,2.763815335,-2.444780256,-6.148629405,-1.736363236,-2.907850829,-5.647262748,-0.591137895,-3.903606108,0.622598427,0.3938692,4.716102205,-0.506012476,0.463033342,
Bolivia,BOL,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,0.117877571,3.523802022,4.699716553,1.89296554,2.806404682,4.996121013,4.140719042,6.285853529,2.290737257,3.007239609,2.822163812,5.64667738,3.451725513,0.701418582,4.969597798,2.32243819,2.666377312,-0.175249054,-2.020219288,-3.448930948,-1.786551989,-5.875861461,-5.958183612,-2.200462817,-3.670669276,-4.5762498,0.337165072,0.759439286,1.61579414,2.445059947,3.065381596,-0.475129472,2.10302011,2.509343516,2.542158718,2.25609057,2.862504921,2.962909853,-1.522826283,0.544926185,-0.235706734,0.579771055,0.83134905,2.298481738,2.574813306,2.97734206,2.781323569,4.3685374,1.649225543,2.429280405,3.510971451,3.453698765,5.127573021,3.843759712,3.28271794,2.732041256,2.696062274,2.752154541,0.79655136,
Brazil,BRA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,7.111910794,2.186699995,-2.017297885,0.55976586,0.199509199,1.327156614,2.127431792,8.52869254,6.944075114,6.063484762,8.589679999,9.386159111,11.30351857,6.494100522,2.746057209,7.21568954,2.155087711,0.814360455,4.26894732,6.56557614,-6.618770973,-1.747830151,-5.611357687,2.93548107,5.639294158,5.771720735,1.553477327,-2.005575658,1.373216127,-4.841871,-0.2584622,-2.151852029,2.93706716,3.627584918,2.74937515,0.596456353,1.790610798,-1.18436657,-1.009139625,2.911826443,0.013369738,1.709474389,-0.122936492,4.497077078,2.026307404,2.834754095,4.974704674,4.054409568,-1.081943896,6.524372804,3.026406873,1.014509775,2.108911835,-0.352479218,-4.351483989,-4.069407164,0.508336054,0.526155826,0.379344236,
Barbados,BRB,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,-2.501781811,3.757864553,3.078482631,4.346273395,7.400226435,3.941750652,-2.249863394,-5.194377856,0.222771082,3.31288472,0.796045376,4.759143324,2.228346577,3.122498255,3.2094431,-3.670371407,-4.255459377,-6.044443804,0.415677459,1.618363679,1.606640117,3.550524389,4.295657846,3.285954408,-0.078998582,4.03788697,-2.718381719,0.446436607,1.838780549,1.059787136,3.564575482,5.462261205,1.753599817,0.2528249,-5.468834383,-2.642146096,-0.973739962,-0.70578296,-1.613255891,-0.310043861,2.269530555,2.309452277,0.321712492,-0.721845443,-0.229793192,
Brunei Darussalam,BRN,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,-3.713991753,15.47223389,6.769240173,2.950984439,18.38193697,-10.00680562,-22.28857892,0.907548965,-2.347108658,-2.212355139,-4.244368122,-5.439596889,-0.845509566,-1.732402759,-3.849285129,-1.748433606,0.24424738,1.820359145,-2.469033859,0.37553008,1.785105227,0.342682075,-3.788174135,-2.797581356,0.819955362,0.702384417,0.668516263,1.850859099,1.007490916,-1.212542787,-1.174474607,2.945930386,-1.101340324,-3.091355247,-2.912176,1.347649387,2.416642103,-0.427894474,-3.440627445,-3.780740986,-1.625874465,-3.61459125,0.213081518,-0.994788509,2.832780055,
Bhutan,BTN,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,10.84665855,0.804567798,8.555164669,1.785096976,1.340859219,8.36343179,24.62953086,1.849662726,4.832290229,9.074810647,-1.120962088,4.623591288,2.354026245,5.089426808,6.52875281,4.230657153,3.417282639,3.536685303,5.460588657,4.555612681,6.083936498,8.762050804,5.7931971,4.187319829,5.646036688,5.58845027,17.03176091,3.748209421,5.692374686,10.77336789,6.768529448,3.87705671,0.875532934,4.479326699,5.350000342,6.830611088,3.408338974,1.849440799,4.262399596,
Botswana,BWA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,4.281487021,4.407593653,3.566672874,4.455706199,3.523625257,4.118463099,3.725158029,8.18604192,12.42036818,14.05752551,22.19410985,22.43238031,17.29087722,5.02258881,4.548882113,6.534056074,7.737406912,9.946368231,7.921277779,7.896782948,5.250433619,8.383443504,9.369416375,4.829575966,3.305013241,4.145588706,7.622996926,14.95482043,9.024191589,3.265163365,4.253068789,0.106907775,-0.673917306,1.102432734,4.472256593,3.329096051,5.815744234,-1.812683195,7.321700028,-0.064676397,-1.625759367,4.205052917,2.83089265,0.894957601,2.606769099,6.189992328,5.993347155,4.0169686,-9.4420183,6.72754365,4.559402684,3.219347042,10.10258082,2.848876228,-3.185967241,2.409446026,0.795451546,2.207777157,0.750498413,
Central African Republic,CAF,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,3.275607493,-5.317256923,-2.433386133,0.224417924,-0.966459672,-1.359245929,2.514638856,-0.682579261,5.004509024,0.508833538,-0.483798981,-1.460553775,0.433293796,4.706970142,-1.337107742,3.392147432,1.622909738,-1.105378451,-4.885037976,-7.022813513,-4.374335852,4.445980302,-10.91073782,6.386627843,1.319522901,1.361413903,-6.7016556,-0.06932739,0.054853516,-4.274199417,-3.032243859,-8.97679905,-2.527499516,1.926426507,4.284711376,-6.483407786,2.686306605,2.198057775,1.197152114,-4.696903818,2.174749423,1.433364457,-7.324376183,3.888463844,-1.053466435,2.743704761,2.61553604,0.254521218,6.978613121,3.458686168,3.443144974,4.632756721,-36.55681955,-0.282852498,3.663820259,3.722663357,3.200431219,2.224742848,1.260146014,
Canada,CAN,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,1.119386965,5.445858236,3.405212917,4.650755482,4.409518317,4.735675775,1.25281683,3.315250035,3.626733255,10.39953598,0.949749286,4.291959911,5.537503091,1.848524726,-0.008760948,4.494597759,2.23471474,2.656504455,2.689802822,0.846602873,2.20571769,-4.332146564,1.592134018,4.913348994,3.784695824,1.134639872,2.710105016,3.065042583,0.497585215,-1.334143873,-3.295391679,-0.287031434,1.538861002,3.356226778,1.63680941,0.562467857,-4.796136405,1.94695464,3.128791684,3.945218564,0.309869781,2.303577137,2.879569828,2.948998271,4.008877889,3.118693069,5.835793375,-0.080294839,-4.030419849,1.949628189,2.142309009,0.663247995,1.253613813,1.841026124,-0.089285801,-0.135842621,1.945910444,0.597463533,0.218665439,
Central Europe and the Baltics,CEB,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.467873369,-1.659387528,1.667972653,4.090365808,5.788104987,4.76737923,2.593947053,2.880590548,2.135666362,4.544590888,3.780956182,4.226926742,4.394156514,6.043281761,5.277830579,6.830452765,6.780880352,4.278518824,-3.23228243,2.078706197,3.400167496,0.899819994,1.462298865,3.207636325,4.220426351,3.35419014,5.154086291,4.707898177,3.970044159,
Switzerland,CHE,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,3.530693652,2.416618038,2.291967669,0.910020668,-7.242613169,-0.838490035,2.781502845,0.400068642,2.285905804,4.187453209,1.047028348,-1.884377125,0.208475201,2.639204316,3.216945268,1.329945804,0.949403556,2.52134708,3.490642969,2.615466277,-2.146489771,-1.139719085,-1.031422543,0.465686416,-0.188350684,0.096985241,2.093918103,2.684326195,1.210872137,3.354383814,0.67337175,-0.592227608,-0.699890142,2.072135775,2.456799058,3.338088033,3.185584591,0.864917326,-3.436225993,1.935433894,0.568370369,-0.060803527,0.68757165,1.206825727,0.186394392,0.617939994,0.853880161,1.996439228,0.216690512,
Channel Islands,CHI,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.026912594,5.193576537,-1.944965414,-1.960327195,-3.50660947,-0.206714252,0.734757718,3.970625085,4.783437394,,,,,,,,,,,,,
Chile,CHL,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,3.080229523,1.902610871,3.717436735,0.563809499,-0.933646802,9.252562495,1.844008526,1.877121165,2.248389796,0.186257056,7.666317485,-2.59665568,-6.529369021,0.782241414,-14.25644042,2.2440346,8.767193503,6.085115762,6.821999892,6.431307135,5.029252687,-12.24102732,-6.325939967,2.636913389,2.490138007,3.780942725,4.800768224,5.634100125,8.146848715,1.653208892,6.041889975,9.347171554,4.868083773,3.388701238,7.308287735,5.290976507,5.983163848,2.99063175,-1.627599544,4.094287354,2.146189438,2.000617675,3.005830357,6.102839367,4.64670087,5.200451342,3.790339389,2.426197172,-2.601446898,4.750223814,5.05778792,4.309217504,3.03152589,0.692556387,1.105944345,0.372104022,-0.243323996,2.513385043,-0.133968534,
China,CHN,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,-26.52764361,-6.351504864,7.62225446,15.46899542,14.19788901,7.608403934,-8.161497585,-6.57145162,13.77934034,16.05039929,4.159176206,1.290105969,5.327293015,0.218005665,6.816440509,-3.081321986,6.114001674,9.84615685,6.165663709,6.490112655,3.774903665,7.423410232,9.18113705,13.69001984,11.89656171,7.341433471,9.881163796,9.446171357,2.620859175,2.406558572,7.782091991,12.83320958,12.58199664,11.76638915,9.754954889,8.776429811,8.124497577,6.816064564,6.733485658,7.638597676,7.551654832,8.404879975,9.354776644,9.46155877,10.74137513,12.09330469,13.6358205,9.090280101,8.855947676,10.10283262,9.027174425,7.339468994,7.23540947,6.883229179,6.498792134,6.271762691,6.350904743,6.26420964,5.571840828,
