Country Name,ISO,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
IDA only,IDX,2.60E+11,2.74E+11,3.08E+11,3.49E+11,3.94E+11,4.56E+11,5.42E+11,6.58E+11,6.80E+11,7.64E+11,8.54E+11,8.95E+11,9.98E+11,1.07E+12,1.10E+12,1.11E+12,1.19E+12,1.27E+12,1.33E+12
Isle of Man,IMN,1659131244,1947332922,2328658228,2822358473,3032400000,3422651334,4466100440,5928420956,5487083658,5920177689,6566098382,6690725118,7000748788,7708834951,7085288006,6846691871,6979581725,7491969313,
India,IND,4.85E+11,5.15E+11,6.08E+11,7.09E+11,8.20E+11,9.40E+11,1.22E+12,1.20E+12,1.34E+12,1.68E+12,1.82E+12,1.83E+12,1.86E+12,2.04E+12,2.10E+12,2.29E+12,2.65E+12,2.71E+12,2.87E+12
Not classified,INX,,,,,,,,,,,,,,,,,,,
Ireland,IRL,1.09E+11,1.28E+11,1.64E+11,1.94E+11,2.12E+11,2.32E+11,2.70E+11,2.75E+11,2.36E+11,2.22E+11,2.37E+11,2.25E+11,2.39E+11,2.58E+11,2.92E+11,3.01E+11,3.36E+11,3.83E+11,3.89E+11
"Iran, Islamic Rep.",IRN,1.27E+11,1.29E+11,1.54E+11,1.90E+11,2.26E+11,2.66E+11,3.50E+11,4.12E+11,4.16E+11,4.87E+11,5.81E+11,5.99E+11,4.60E+11,4.33E+11,3.85E+11,4.18E+11,4.45E+11,4.54E+11,
Iraq,IRQ,,,,36627901762,49954890353,65140293688,88840050497,1.32E+11,1.12E+11,1.38E+11,1.85E+11,2.18E+11,2.35E+11,2.35E+11,1.77E+11,1.75E+11,1.95E+11,2.24E+11,2.34E+11
Iceland,ISL,8205357405,9294652008,11414055065,13834750405,16812530830,17216420305,21514962938,17905251723,13164652470,13683689693,15158548263,14724078148,16033517403,17758050016,17389101639,20618363252,24488176541,25737594324,24188038474
Israel,ISR,1.31E+11,1.21E+11,1.27E+11,1.35E+11,1.43E+11,1.54E+11,1.79E+11,2.16E+11,2.07E+11,2.34E+11,2.61E+11,2.57E+11,2.93E+11,3.10E+11,3.00E+11,3.19E+11,3.53E+11,3.71E+11,3.95E+11
Italy,ITA,1.17E+12,1.27E+12,1.57E+12,1.80E+12,1.86E+12,1.95E+12,2.21E+12,2.40E+12,2.19E+12,2.13E+12,2.29E+12,2.09E+12,2.14E+12,2.16E+12,1.84E+12,1.88E+12,1.96E+12,2.09E+12,2.00E+12
Jamaica,JAM,9194717836,9719017926,9430230564,10174664854,11243868486,11930171468,12799593018,13709402085,12120460873,13220556883,14444655300,14807086889,14262589158,13897804560,14187696311,14075894320,14806340821,15713908816,16458071068
Jordan,JOR,8975689845,9582453032,10195660790,11411390409,12588665303,15056929760,17110587447,22657662395,24537876124,27133804244,29524149165,31634561670,34454440181,36847643587,38587017944,39892551149,41408960787,42932112676,44502895862
